seg_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,doc_id,page,source,model,jur,v5_verdict,code_v5,v5_stage_a,v5_evidence,v5_confidence,doc_nature,doc_token_stance,doc_prog_stance,doc_rem_stance,code_v5r,reconcile_flag,prog_delegated_private
V9-00065,"la posibilidad de emitir dinero digital soberano, en teoría, permite a los bancos centrales ofrecer una solución de pago segura, eficiente y accesible respecto al uso de los activos virtuales","the possibility of issuing sovereign digital money, in theory, allows central banks to offer a secure, efficient and accessible payment solution compared to the use of virtual assets",TECH.ARCH.account,proposal,neutral,not_applicable,1,BO_BCB_Boliviano_Digital_2025,17,llm_union_v9,claude-sonnet-4-6,BO,drop,,generic_theory,,0.75,research,considering,considering,silent,,,False
V9-00066,el desarrollo de pagos digitales también motivó a que varios bancos centrales exploren la posibilidad de emitir CBDC con funcionalidades que incluyan transacciones fuera de línea,the development of digital payments also motivated several central banks to explore the possibility of issuing CBDCs with functionalities that include offline transactions,PRIV.OFF,proposal,conditional,not_applicable,1,BO_BCB_Boliviano_Digital_2025,17,llm_union_v9,claude-sonnet-4-6,BO,keep,PRIV.OFF,,,,research,considering,considering,silent,PRIV.OFF,,False
V9-00067,"Las soluciones tecnológicas, como el uso de tarjetas con tecnología Near Field Communication (NFC) o plataformas basadas en USSD, son propuestas que garantizarían que los pagos digitales estén disponibles para toda la población, incluso en condiciones adversas","Technological solutions, such as the use of cards with Near Field Communication (NFC) technology or USSD-based platforms, are proposals that would guarantee that digital payments are available to the entire population, even in adverse conditions",PRIV.OFF,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,17,llm_union_v9,claude-sonnet-4-6,BO,keep,PRIV.OFF,,,,research,considering,considering,silent,PRIV.OFF,,False
V9-00068,los límites de saldo y transacción son herramientas efectivas para preservar la estabilidad financiera y gestionar el riesgo de desintermediación,balance and transaction limits are effective tools to preserve financial stability and manage the risk of disintermediation,AML.LIMIT,decision,decreases,from_state,2,BO_BCB_Boliviano_Digital_2025,17,llm_union_v9,claude-sonnet-4-6,BO,keep,AML.LIMIT,,,,research,considering,considering,silent,AML.LIMIT,,False
V9-00069,"Instrumentación tecnológica [CBDC Minorista]: Aplicaciones móviles, billeteras digitales, QR interoperables, interfaces accesibles y distribuidas a través de intermediarios financieros","Technological instrumentation [Retail CBDC]: Mobile applications, digital wallets, interoperable QR codes, accessible interfaces distributed through financial intermediaries",KYC.INTERMED,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,36,llm_union_v9,claude-sonnet-4-6,BO,keep,KYC.INTERMED,,,,research,considering,considering,silent,KYC.INTERMED,,False
V9-00070,Ventajas [CBDC Minorista]: garantiza acceso a dinero digital público sin necesidad de cuentas bancarias; mejora eficiencia en pagos minoristas y programas sociales; apoya la resiliencia del sistema de pagos en zonas alejadas,Advantages [Retail CBDC]: guarantees access to public digital money without the need for bank accounts; improves efficiency in retail payments and social programs; supports payment system resilience in remote areas,TECH.ARCH.account,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,36,llm_union_v9,claude-sonnet-4-6,BO,keep,OTHER.keep,consideration,guarantees access to public digital money without the need for bank accounts; improves efficiency in retail payments and social programs; supports payment system resilience in remote areas,0.74,research,considering,considering,silent,OTHER.keep,,False
V9-00071,Desventajas [CBDC Minorista]: desafíos en ciberseguridad y protección de datos personales,Disadvantages [Retail CBDC]: challenges in cybersecurity and personal data protection,PRIV.MIN,proposal,conditional,from_state,1,BO_BCB_Boliviano_Digital_2025,36,llm_union_v9,claude-sonnet-4-6,BO,keep,PRIV.MIN,,,,research,considering,considering,silent,PRIV.MIN,,False
V9-00072,"El modelo intermediado es el más recomendado, ya que permite que el banco central concentre sus esfuerzos en la supervisión y seguridad, mientras que los intermediarios gestionan la atención a los usuarios.","The intermediated model is the most recommended, as it allows the central bank to concentrate its efforts on supervision and security, while intermediaries manage user service.",KYC.INTERMED,proposal,neutral,from_intermediary,2,BO_BCB_Boliviano_Digital_2025,35,llm_union_v9,claude-sonnet-4-6,BO,keep,KYC.INTERMED,,,,research,considering,considering,silent,KYC.INTERMED,,False
V9-00073,"La CBDC mayorista está concebida para su uso exclusivo por parte de instituciones financieras autorizadas (tales como bancos comerciales o cooperativas de ahorro y crédito) y su implementación se orienta principalmente a mejorar la eficiencia, velocidad y seguridad en la liquidación interbancaria.","The wholesale CBDC is conceived for exclusive use by authorized financial institutions (such as commercial banks or savings and credit cooperatives) and its implementation is primarily aimed at improving efficiency, speed and security in interbank settlement.",TECH.ARCH.account,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,35,llm_union_v9,claude-sonnet-4-6,BO,keep,OTHER.keep,commitment,"The wholesale CBDC is conceived for exclusive use by authorized financial institutions (such as commercial banks or savings and credit cooperatives) and its implementation is primarily aimed at improving efficiency, speed and security in interbank settlement.",0.75,research,considering,considering,silent,OTHER.keep,,False
V9-00074,"dependiendo del diseño que se determine, permite integrar tecnologías como DLT (tecnología de registros distribuidos) para fortalecer la seguridad y trazabilidad en tiempo real de las operaciones.","depending on the design determined, it allows the integration of technologies such as DLT (distributed ledger technology) to strengthen security and real-time traceability of operations.",TECH.DLT,proposal,decreases,from_state,1,BO_BCB_Boliviano_Digital_2025,35,llm_union_v9,claude-sonnet-4-6,BO,keep,TECH.DLT,,,,research,considering,considering,silent,TECH.DLT,,False
V9-00075,"Bajo este enfoque, la Moneda Digital del Banco Central funcionaría como reserva de valor y medio de pago de alta fiabilidad entre actores del sistema financiero, reduciendo el riesgo de contraparte y aumentando la transparencia en operaciones de gran volumen.","Under this approach, the Central Bank Digital Currency would function as a store of value and highly reliable means of payment among financial system actors, reducing counterparty risk and increasing transparency in large-volume operations.",PRIV.CB.visibility.transparent,proposal,decreases,from_state,2,BO_BCB_Boliviano_Digital_2025,35,llm_union_v9,claude-sonnet-4-6,BO,keep,PRIV.CB.visibility.transparent,,,,research,considering,considering,silent,PRIV.CB.visibility.transparent,,False
V9-00076,"explorar funcionalidades como la tokenización de instrumentos de pagos públicos, la compensación de operaciones en mercados secundarios y los pagos transfronterizos directos con bancos centrales de la región.","Explore functionalities such as the tokenization of public payment instruments, settlement of secondary market operations, and direct cross-border payments with central banks of the region.",TECH.PROG,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,38,llm_union_v9,claude-sonnet-4-6,BO,keep,OTHER.keep,consideration,"Explore functionalities such as the tokenization of public payment instruments, settlement of secondary market operations, and direct cross-border payments with central banks of the region.",0.72,research,considering,considering,silent,OTHER.keep,,False
V9-00077,Tokens Digitales — Autonomía del usuario: Alta: control directo de los fondos,Digital Tokens — User autonomy: High: direct control of funds,TECH.ARCH.token,proposal,increases,from_intermediary,2,BO_BCB_Boliviano_Digital_2025,38,llm_union_v9,claude-sonnet-4-6,BO,keep,TECH.TOKEN.considered,consideration,Digital Tokens — User autonomy: High: direct control of funds,0.72,research,considering,considering,silent,TECH.TOKEN.considered,,False
V9-00078,"Tokens Digitales — Privacidad: Mayor, sin necesidad de cuenta bancaria","Digital Tokens — Privacy: Greater, without the need for a bank account",PRIV.ANON,proposal,increases,from_intermediary,2,BO_BCB_Boliviano_Digital_2025,38,llm_union_v9,claude-sonnet-4-6,BO,keep,PRIV.ANON,,,,research,considering,considering,silent,PRIV.ANON,,False
V9-00079,Tokens Digitales — Interoperabilidad: Alta: compatible con fintech y plataformas DLT,Digital Tokens — Interoperability: High: compatible with fintech and DLT platforms,TECH.DLT,proposal,neutral,not_applicable,1,BO_BCB_Boliviano_Digital_2025,38,llm_union_v9,claude-sonnet-4-6,BO,keep,TECH.DLT,,,,research,considering,considering,silent,TECH.DLT,,False
V9-00080,Tokens Digitales — Resiliencia: Puede operar sin conexión bancaria,Digital Tokens — Resilience: Can operate without banking connection,TECH.ARCH.token,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,38,llm_union_v9,claude-sonnet-4-6,BO,keep,TECH.TOKEN.considered,consideration,Digital Tokens — Resilience: Can operate without banking connection,0.72,research,considering,considering,silent,TECH.TOKEN.considered,,False
V9-00081,"Emisor, operador y supervisor de la infraestructura crítica de pagos mayoristas; puede conectarse con otros Bancos Centrales en esquemas transfronterizos","Issuer, operator and supervisor of critical wholesale payment infrastructure; can connect with other central banks in cross-border schemes",KYC.INTERMED,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,37,llm_union_v9,claude-sonnet-4-6,BO,keep,KYC.INTERMED,,,,research,considering,considering,silent,KYC.INTERMED,,False
V9-00082,Emisor y garante del valor digital del dinero; puede apoyarse en entidades financieras para distribución y atención al usuario final,Issuer and guarantor of the digital value of money; can rely on financial entities for distribution and end-user service,KYC.INTERMED,proposal,neutral,not_applicable,2,BO_BCB_Boliviano_Digital_2025,37,llm_union_v9,claude-sonnet-4-6,BO,keep,KYC.INTERMED,,,,research,considering,considering,silent,KYC.INTERMED,,False
